# Directed network: graphs/supergraphs/1334369_usergraph.csv 
# Network of issues, PR and commits
# Nodes: 28 Edges: 119
#NODES	NId	Str:username
0	JoahG
1	u2
2	PeterDaveHello
3	acrogenesis
4	david@echolibre.com
5	bardiharborow
6	okor
7	shakeelmohamed
8	himanshub16
9	aldahick
10	oscardelben
11	conormcd
12	dcoallier@engineyard.com
13	kudos
14	remarkablerocket
15	ironmaniiith
16	NumEricR
17	davidcoallier
18	westurner
19	cyphar
20	raphink
21	stuntguy3000
22	adamisntdead
23	MichalPokorny
24	cydrobolt
25	bfontaine
26	vermiculus
27	joaosa
#END
#EDGES	SrcNId	DstNId
0	1
2	1
3	1
4	1
5	1
6	1
0	7
1	7
3	8
3	9
10	11
6	12
13	14
1	15
1	16
1	17
1	18
1	19
1	9
16	1
17	1
19	1
18	1
9	1
9	20
21	22
20	9
22	21
15	1
23	24
23	2
23	25
23	26
23	8
23	9
23	7
23	27
23	5
24	2
24	25
24	23
24	26
24	8
24	9
24	7
24	27
24	5
2	24
2	25
2	23
2	26
2	8
2	9
2	7
2	27
2	5
5	24
5	2
5	25
5	23
5	26
5	8
5	9
5	7
5	27
26	24
26	2
26	25
26	23
26	8
26	9
26	7
26	27
26	5
25	24
25	2
25	23
25	26
25	8
25	9
25	7
25	27
25	5
27	24
27	2
27	25
27	23
27	26
27	8
27	9
27	7
27	5
9	24
9	2
9	25
9	23
9	26
9	8
9	7
9	27
9	5
8	24
8	2
8	25
8	23
8	26
8	9
8	7
8	27
8	5
7	24
7	2
7	25
7	23
7	26
7	8
7	9
7	27
7	5
#END
