# Directed network: graphs/supergraphs/28428729_usergraph.csv 
# Network of issues, PR and commits
# Nodes: 44 Edges: 58
#NODES	NId	Str:username
0	ReadmeCritic
1	Nightonke
2	wasabeef
3	xu6148152
4	ypresto
5	vcalvello
6	leoruhland
7	sachin1092
8	ogaclejapan
9	code.falling@gamil.com
10	magiepooh
11	Shinelw
12	mlemay@universcine.com
13	SundeepK
14	diogobernardino
15	IsseiAoki
16	ahmedrizwan
17	1ClickComputing
18	ogata_masaki@cyberagent.co.jp
19	yqritc
20	Poeschl
21	h6ah4i
22	pa1pal
23	DionSegijn
24	tasomaniac
25	EyalBira
26	roughike
27	tyorikan
28	amaboura
29	championswimmer
30	chemouna
31	kayvannj
32	alhazmy13
33	knoware
34	kscjswo123
35	happyTomatoe80
36	ErickDaniel
37	JackLauu
38	danielgomezrico
39	AlexanderThiele
40	mr-cpp
41	alphapersian
42	ugurcany
43	jjoe64
#END
#EDGES	SrcNId	DstNId
0	1
2	1
3	1
4	2
3	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
2	12
2	13
2	14
2	15
2	16
2	17
2	18
2	19
2	20
2	21
2	22
2	23
2	24
3	24
2	25
3	25
2	26
3	26
3	27
3	28
3	29
3	30
5	31
32	33
34	35
33	32
35	34
36	37
36	38
39	40
37	36
40	39
38	36
41	42
42	41
0	26
0	43
1	0
1	26
1	43
26	0
26	1
26	43
43	0
43	1
43	26
#END
